# Spin 1
# Original Fermi-level:     -4.86309 eV
# DOS shifted relative to Fermi-level
#  Energy (eV)     DOS (/eV)    Local iDOS
     -15.42054       0.00000       0.00000
     -15.41769       0.00000       0.00000
     -15.41483       0.00000       0.00000
     -15.41198       0.00000       0.00000
     -15.40913       0.00000       0.00000
     -15.40627       0.00000       0.00000
     -15.40342       0.00000       0.00000
     -15.40057       0.00000       0.00000
     -15.39771       0.00000       0.00000
     -15.39486       0.00000       0.00000
     -15.39201       0.00000       0.00000
     -15.38915       0.00000       0.00000
     -15.38630       0.00000       0.00000
     -15.38345       0.00000       0.00000
     -15.38059       0.00000       0.00000
     -15.37774       0.00000       0.00000
     -15.37489       0.00000       0.00000
     -15.37203       0.00000       0.00000
     -15.36918       0.00000       0.00000
     -15.36633       0.00000       0.00000
     -15.36347       0.00000       0.00000
     -15.36062       0.00000       0.00000
     -15.35777       0.00000       0.00000
     -15.35491       0.00000       0.00000
     -15.35206       0.00000       0.00000
     -15.34921       0.00000       0.00000
     -15.34635       0.00000       0.00000
     -15.34350       0.00000       0.00000
     -15.34065       0.00000       0.00000
     -15.33779       0.00000       0.00000
     -15.33494       0.00000       0.00000
     -15.33209       0.00000       0.00000
     -15.32923       0.00000       0.00000
     -15.32638       0.00000       0.00000
     -15.32353       0.00000       0.00000
     -15.32067       0.00000       0.00000
     -15.31782       0.00000       0.00000
     -15.31497       0.00000       0.00000
     -15.31211       0.00000       0.00000
     -15.30926       0.00000       0.00000
     -15.30641       0.00000       0.00000
     -15.30355       0.00000       0.00000
     -15.30070       0.00000       0.00000
     -15.29785       0.00000       0.00000
     -15.29499       0.00000       0.00000
     -15.29214       0.00000       0.00000
     -15.28929       0.00000       0.00000
     -15.28643       0.00000       0.00000
     -15.28358       0.00000       0.00000
     -15.28073       0.00000       0.00000
     -15.27787       0.00000       0.00000
     -15.27502       0.00000       0.00000
     -15.27217       0.00000       0.00000
     -15.26931       0.00000       0.00000
     -15.26646       0.00000       0.00000
     -15.26361       0.00000       0.00000
     -15.26075       0.00000       0.00000
     -15.25790       0.00000       0.00000
     -15.25505       0.00000       0.00000
     -15.25219       0.00000       0.00000
     -15.24934       0.00000       0.00000
     -15.24649       0.00000       0.00000
     -15.24363       0.00000       0.00000
     -15.24078       0.00000       0.00000
     -15.23793       0.00000       0.00000
     -15.23507       0.00000       0.00000
     -15.23222       0.00000       0.00000
     -15.22937       0.00000       0.00000
     -15.22651       0.00000       0.00000
     -15.22366       0.00000       0.00000
     -15.22081       0.00000       0.00000
     -15.21795       0.00000       0.00000
     -15.21510       0.00000       0.00000
     -15.21225       0.00000       0.00000
     -15.20939       0.00000       0.00000
     -15.20654       0.00000       0.00000
     -15.20369       0.00000       0.00000
     -15.20083       0.00000       0.00000
     -15.19798       0.00000       0.00000
     -15.19513       0.00000       0.00000
     -15.19227       0.00000       0.00000
     -15.18942       0.00000       0.00000
     -15.18657       0.00000       0.00000
     -15.18371       0.00000       0.00000
     -15.18086       0.00000       0.00000
     -15.17801       0.00000       0.00000
     -15.17515       0.00000       0.00000
     -15.17230       0.00000       0.00000
     -15.16945       0.00000       0.00000
     -15.16659       0.00000       0.00000
     -15.16374       0.00000       0.00000
     -15.16089       0.00000       0.00000
     -15.15803       0.00000       0.00000
     -15.15518       0.00000       0.00000
     -15.15233       0.00000       0.00000
     -15.14947       0.00000       0.00000
     -15.14662       0.00000       0.00000
     -15.14377       0.00000       0.00000
     -15.14091       0.00000       0.00000
     -15.13806       0.00000       0.00000
     -15.13521       0.00000       0.00000
     -15.13235       0.00000       0.00000
     -15.12950       0.00000       0.00000
     -15.12665       0.00000       0.00000
     -15.12379       0.00000       0.00000
     -15.12094       0.00000       0.00000
     -15.11809       0.00000       0.00000
     -15.11523       0.00000       0.00000
     -15.11238       0.00000       0.00000
     -15.10953       0.00000       0.00000
     -15.10667       0.00000       0.00000
     -15.10382       0.00000       0.00000
     -15.10097       0.00000       0.00000
     -15.09811       0.00000       0.00000
     -15.09526       0.00000       0.00000
     -15.09241       0.00000       0.00000
     -15.08955       0.00000       0.00000
     -15.08670       0.00000       0.00000
     -15.08385       0.00000       0.00000
     -15.08099       0.00000       0.00000
     -15.07814       0.00000       0.00000
     -15.07529       0.00000       0.00000
     -15.07243       0.00000       0.00000
     -15.06958       0.00000       0.00000
     -15.06673       0.00000       0.00000
     -15.06387       0.00000       0.00000
     -15.06102       0.00000       0.00000
     -15.05817       0.00000       0.00000
